"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2019-07-31 23:16:00,231.44,NA,NA,90.81,0.82,2019-07-31
"2","CARI",2019-07-31 23:17:00,227.55,NA,NA,90.82,0.82,2019-07-31
"3","CARI",2019-07-31 23:18:00,226.83,NA,NA,90.86,0.8,2019-07-31
"4","CARI",2019-07-31 23:19:00,228.83,NA,NA,90.86,0.83,2019-07-31
"5","CARI",2019-07-31 23:20:00,227.69,NA,NA,90.85,2.34,2019-07-31
"6","CARI",2019-07-31 23:21:00,234.79,NA,NA,90.9,0.76,2019-07-31
"7","CARI",2019-07-31 23:22:00,232.04,NA,NA,90.91,0.76,2019-07-31
"8","CARI",2019-07-31 23:23:00,238.84,NA,NA,90.93,0.82,2019-07-31
"9","CARI",2019-07-31 23:24:00,220.54,NA,NA,90.94,0.8,2019-07-31
"10","CARI",2019-07-31 23:25:00,225.71,NA,NA,90.94,2.39,2019-07-31
"11","CARI",2019-07-31 23:26:00,215.74,NA,NA,90.95,0.79,2019-07-31
"12","CARI",2019-07-31 23:27:00,220.88,NA,NA,90.96,0.79,2019-07-31
"13","CARI",2019-07-31 23:28:00,235.75,NA,NA,90.96,0.78,2019-07-31
"14","CARI",2019-07-31 23:29:00,228.26,NA,NA,90.99,0.81,2019-07-31
"15","CARI",2019-07-31 23:30:00,233.58,NA,28.6,90.95,2.41,2019-07-31
"16","CARI",2019-07-31 23:31:00,226.03,NA,NA,91.01,0.85,2019-07-31
"17","CARI",2019-07-31 23:32:00,222.81,NA,NA,91,0.83,2019-07-31
"18","CARI",2019-07-31 23:33:00,227.07,NA,NA,91,0.76,2019-07-31
"19","CARI",2019-07-31 23:34:00,220.97,NA,NA,91.01,0.76,2019-07-31
"20","CARI",2019-07-31 23:35:00,235.57,NA,NA,91,2.3,2019-07-31
"21","CARI",2019-07-31 23:36:00,228.63,NA,NA,91.04,0.78,2019-07-31
"22","CARI",2019-07-31 23:37:00,208.41,NA,NA,91.04,0.79,2019-07-31
"23","CARI",2019-07-31 23:38:00,225.84,NA,NA,91.03,0.74,2019-07-31
"24","CARI",2019-07-31 23:39:00,204.91,NA,NA,91.04,0.8,2019-07-31
"25","CARI",2019-07-31 23:40:00,234.21,NA,NA,91.03,2.34,2019-07-31
"26","CARI",2019-07-31 23:41:00,239,NA,NA,91.08,0.77,2019-07-31
"27","CARI",2019-07-31 23:42:00,221.76,NA,NA,91.08,0.77,2019-07-31
"28","CARI",2019-07-31 23:43:00,231.32,NA,NA,91.06,0.76,2019-07-31
"29","CARI",2019-07-31 23:44:00,223.34,NA,NA,91.07,0.77,2019-07-31
"30","CARI",2019-07-31 23:45:00,223.93,NA,28.7,91.06,2.31,2019-07-31
"31","CARI",2019-07-31 23:46:00,236.05,NA,NA,91.09,0.74,2019-07-31
"32","CARI",2019-07-31 23:47:00,224.01,NA,NA,91.09,0.74,2019-07-31
"33","CARI",2019-07-31 23:48:00,224.47,NA,NA,91.11,0.76,2019-07-31
"34","CARI",2019-07-31 23:49:00,223.07,NA,NA,91.13,0.7,2019-07-31
"35","CARI",2019-07-31 23:50:00,218.17,NA,NA,91.1,2.26,2019-07-31
"36","CARI",2019-07-31 23:51:00,225.01,NA,NA,91.12,0.78,2019-07-31
"37","CARI",2019-07-31 23:52:00,214.79,NA,NA,91.12,0.78,2019-07-31
"38","CARI",2019-07-31 23:53:00,238.98,NA,NA,91.13,0.75,2019-07-31
"39","CARI",2019-07-31 23:54:00,227.58,NA,NA,91.14,0.76,2019-07-31
"40","CARI",2019-07-31 23:55:00,221.99,NA,NA,91.11,2.28,2019-07-31
"41","CARI",2019-07-31 23:56:00,217.01,NA,NA,91.14,0.73,2019-07-31
"42","CARI",2019-07-31 23:57:00,222.73,NA,NA,91.14,0.73,2019-07-31
"43","CARI",2019-07-31 23:58:00,226.37,NA,NA,91.16,0.73,2019-07-31
"44","CARI",2019-07-31 23:59:00,221.94,NA,NA,91.17,0.71,2019-07-31
"45","CARI",2019-08-01 00:00:00,216.28,NA,28.8,91.14,2.31,2019-08-01
"46","CARI",2019-08-01 00:01:00,230.55,NA,NA,91.15,0.76,2019-08-01
"47","CARI",2019-08-01 00:02:00,222.65,NA,NA,91.16,0.76,2019-08-01
"48","CARI",2019-08-01 00:03:00,232.06,NA,NA,91.2,0.71,2019-08-01
"49","CARI",2019-08-01 00:04:00,213.92,NA,NA,91.21,0.7,2019-08-01
