"","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y"
"1",-0.0175704811230111,-0.0231470631888948,-0.01455613882965,"FRCH","storm1","05","31","NO3",0.0168,0.0163,0.0173,"05","31"
"2",-0.377958244033567,-0.545717697700607,-0.128637073631443,"FRCH","storm1","05","31","fDOM",0.4926,0.4924,0.4929,"05","31"
"3",0.689862542955327,0.648625429553266,0.747100515463918,"FRCH","storm1","05","31","SPC",-0.9076,-0.9089,-0.9065,"05","31"
"4",-0.443125666447354,-0.519608866302152,-0.361860607573112,"FRCH","storm1","05","31","turb",0.3498,0.3261,0.4078,"05","31"
"5",0.636451301832226,0.379942140790733,0.675988428158151,"FRCH","storm2","06","15","NO3",-0.5634,-0.586,-0.5434,"06","15"
"6",-0.308796096184908,-0.348215301317196,-0.297375844575381,"FRCH","storm2","06","15","fDOM",0.8565,0.8553,0.8576,"06","15"
"7",0.749999999999998,0.73803827751197,0.753588516746418,"FRCH","storm2","06","15","SPC",-0.5364,-0.5591,-0.5227,"06","15"
"8",-0.113693040126954,-0.149965994105644,-0.0819542053956006,"FRCH","storm2","06","15","turb",0.505,0.4904,0.5196,"06","15"
"9",0.235388567758535,0.213872832369942,0.312138728323736,"FRCH","storm3","06","18","NO3",-0.5794,-0.6082,-0.5541,"06","18"
"10",-0.726374649559,-0.764575275748454,-0.474126967073895,"FRCH","storm3","06","18","fDOM",0.2138,0.2134,0.2142,"06","18"
"11",0.742105263157916,0.703947368421068,0.74802631578949,"FRCH","storm3","06","18","SPC",-0.0421,-0.0432,-0.0411,"06","18"
"12",-0.381195570368776,-0.44581227824965,-0.330717127190621,"FRCH","storm3","06","18","turb",0,0,0,"06","18"
"13",0.445013795821826,0.243657505285408,0.490737091052417,"FRCH","storm4","06","20","NO3",-0.0925,-0.1139,-0.0748,"06","20"
"14",-0.272323836059689,-0.41361450656121,-0.183376775121351,"FRCH","storm4","06","20","fDOM",-0.1169,-0.1182,-0.1155,"06","20"
"15",0.660632183908046,0.574137931034478,0.742528735632181,"FRCH","storm4","06","20","SPC",-0.2193,-0.2261,-0.2159,"06","20"
"16",-0.372571456722888,-0.390645013928575,-0.312889081968095,"FRCH","storm4","06","20","turb",0.0049,0.0044,0.0062,"06","20"
"17",-0.110943015632889,-0.164019162884523,-0.0690872415531931,"FRCH","storm5","06","22","NO3",-0.5421,-0.5951,-0.4898,"06","22"
"18",-0.0860975784496334,-0.143614325118218,-0.00272245307350871,"FRCH","storm5","06","22","fDOM",0.1686,0.1637,0.1738,"06","22"
"19",0.0549828178694002,-0.0678694158075692,0.152920962199296,"FRCH","storm5","06","22","SPC",-0.4107,-0.4263,-0.3981,"06","22"
"20",-0.0669058719893434,-0.0886653202414973,0.0443031175472137,"FRCH","storm5","06","22","turb",0.1254,0.0542,0.1968,"06","22"
"21",0.45939400984153,0.186679065442294,0.541167809678796,"FRCH","storm6","07","12","NO3",0.0406,0.0388,0.0425,"07","12"
"22",-0.314829027031635,-0.464313123561011,-0.153150848469346,"FRCH","storm6","07","12","fDOM",NA,NA,NA,"07","12"
"23",0.779448621553904,0.737781954887233,0.792606516290706,"FRCH","storm6","07","12","SPC",NA,NA,NA,"07","12"
"24",0.234843205574913,0.123693379790941,0.273170731707318,"FRCH","storm6","07","12","turb",NA,NA,NA,"07","12"
"25",0.501502145922727,0.23669527896994,0.813948497854054,"FRCH","storm7","07","25","NO3",0.5484,0.5262,0.5666,"07","25"
"26",-0.389023210831719,-0.717420212765957,-0.379442698259189,"FRCH","storm7","07","25","fDOM",0.7006,0.6884,0.7125,"07","25"
"27",0.307942708333408,0.240234375000115,0.428385416666806,"FRCH","storm7","07","25","SPC",0.2455,0.2182,0.2682,"07","25"
"28",-0.112370062370061,-0.135446985446984,-0.0653846153846152,"FRCH","storm7","07","25","turb",-0.025,-0.0448,-0.0066,"07","25"
"29",-0.205182072829098,-0.29866946778713,-0.184173669467753,"FRCH","storm8","07","28","NO3",NA,NA,NA,"07","28"
"30",-0.462787465251452,-0.538223401566843,-0.461745008845084,"FRCH","storm8","07","28","fDOM",NA,NA,NA,"07","28"
"31",0.483630952380949,0.362599206349245,0.585317460317442,"FRCH","storm8","07","28","SPC",NA,NA,NA,"07","28"
"32",-0.209876026135029,-0.427165354330707,-0.173647177081588,"FRCH","storm8","07","28","turb",NA,NA,NA,"07","28"
"33",-0.14517014270031,-0.221185510428058,-0.100987925356704,"FRCH","storm9a","07","29","NO3",-0.3773,-0.4153,-0.34,"07","29"
"34",-0.408186607514205,-0.411825869957019,-0.396436988770272,"FRCH","storm9a","07","29","fDOM",0.2794,0.2727,0.2858,"07","29"
"35",0.691111111111193,0.612777777777743,0.757777777777795,"FRCH","storm9a","07","29","SPC",-0.9459,-0.9582,-0.9361,"07","29"
"36",-0.416656691405315,-0.426921235336365,-0.400377064879099,"FRCH","storm9a","07","29","turb",0.2934,0.2888,0.2971,"07","29"
"37",-0.688100636166772,-0.727844139144576,-0.631150175961033,"FRCH","storm9b","07","30","NO3",0.3003,0.2674,0.3251,"07","30"
"38",-0.322450027451853,-0.366883909144518,-0.259137909998575,"FRCH","storm9b","07","30","fDOM",0.2575,0.2568,0.2581,"07","30"
"39",0.486736736736748,0.452452452452491,0.585835835835883,"FRCH","storm9b","07","30","SPC",-0.5781,-0.583,-0.5731,"07","30"
"40",-0.124164722104368,-0.182262940178191,0.0059795290623689,"FRCH","storm9b","07","30","turb",-0.0372,-0.0624,-0.0184,"07","30"
"41",-0.0528722600151006,-0.0735638699924246,-0.0350151171579588,"FRCH","storm10a","08","01","NO3",-0.5342,-0.5728,-0.494,"08","01"
"42",-0.303964992795776,-0.31254335877048,-0.287822189017558,"FRCH","storm10a","08","01","fDOM",0.0372,0.036,0.0384,"08","01"
"43",0.876862197392942,0.848929236499088,0.891061452514025,"FRCH","storm10a","08","01","SPC",-0.4212,-0.4239,-0.4176,"08","01"
"44",-0.267566332691491,-0.276998139747395,-0.258828040860284,"FRCH","storm10a","08","01","turb",0.1172,0.1091,0.1238,"08","01"
"45",0.348526158753006,0.255581562837594,0.388175832090122,"FRCH","storm10b","08","02","fDOM",-0.4874,-0.4949,-0.4823,"08","02"
"46",0.932571572074335,0.860120542440985,0.951406328478152,"FRCH","storm10b","08","02","SPC",-0.7089,-0.7114,-0.7074,"08","02"
"47",-0.284465003957548,-0.296957533073803,-0.182253218537483,"FRCH","storm10b","08","02","turb",0.4789,0.4389,0.5095,"08","02"
